match_gp,match_pin,market,selection,gp_line,gp_price,pin_line,pin_price,pin_fair_prob,pin_fair_price,price_ev_pct,line_edge,gp_odd_id,abs_line_edge
Purdue Boilermakers vs. Notre Dame Fighting Irish,Purdue Boilermakers vs Notre Dame Fighting Irish,total,Moins de 57.5,57.5,1.8696,57.5,1.97,0.4868455326908049,2.0540395933654363,-8.979359208127125,0.0,4531871881,0.0
Toledo Rockets vs. San Diego State Aztecs,Toledo Rockets vs San Diego State Aztecs,total,Plus de 52.5,52.5,1.8696,52.5,1.97,0.4868455326908049,2.0540395933654363,-8.979359208127125,0.0,4532219658,0.0
Nevada Wolf Pack vs. Air Force Falcons,Nevada Wolf Pack vs Air Force Falcons,spread,Nevada Wolf Pack (+4.5),4.5,1.9091,4.5,2.02,0.4766839378238342,2.0978260869565215,-8.996269430051807,0.0,4531864343,0.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,moneyline,UMass Minutemen,,1.4348,,1.515,0.6336154776299879,1.5782442748091603,-9.088851269649323,,4532248408,
Kent St Golden Flashes vs. Ball State Cardinals,Kent State Golden Flashes vs Ball State Cardinals,moneyline,Ball State Cardinals,,2.3,,2.43,0.39522150323544053,2.5302267002518892,-9.099054255848682,,4532228899,
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,spread,Michigan State Spartans (+5.5),5.5,1.8334,5.5,1.943,0.4955867082035307,2.0178103719224723,-9.139132917964687,0.0,4515075577,0.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,spread,UMass Minutemen (-4.5),-4.5,1.8334,-4.5,1.943,0.4955867082035307,2.0178103719224723,-9.139132917964687,0.0,4532248640,0.0
Arkansas St Red Wolves vs. Kennesaw State Owls,Arkansas State Red Wolves vs Kennesaw State Owls,total,Moins de 52.5,52.5,1.8334,52.5,1.934,0.49556598852373496,2.0178947368421056,-9.142931664058441,0.0,4531931743,0.0
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,total,Moins de 55.5,55.5,1.8334,55.5,1.934,0.49556598852373496,2.0178947368421056,-9.142931664058441,0.0,4532040158,0.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,total,Plus de 48.5,48.5,1.8334,48.5,1.934,0.49556598852373496,2.0178947368421056,-9.142931664058441,0.0,4531880683,0.0
UCF Knights vs. TCU Horned Frogs,UCF Knights vs TCU Horned Frogs,total,Moins de 48.5,48.5,1.8334,48.5,1.934,0.49556598852373496,2.0178947368421056,-9.142931664058441,0.0,4532062010,0.0
GEORGIE BULLDOGS vs. Oklahoma Sooners,Georgia Bulldogs vs Oklahoma Sooners,total,Moins de 44.5,44.5,1.8696,44.5,1.97,0.4859081419624217,2.058002148227712,-9.154613778705645,0.0,4395045458,0.0
Akron Zips vs. UNLV Rebels,Akron Zips vs UNLV Rebels,total,Plus de 51.5,51.5,1.7693,51.5,1.869,0.5131544673091952,1.9487309644670046,-9.207580098984081,0.0,4532222654,0.0
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,spread,Iowa State Cyclones (+9.5),9.5,1.7408,9.5,1.847,0.5211304122374903,1.9189054726368158,-9.281617837697686,0.0,4531833032,0.0
UAB Blazers vs. Navy Midshipmen,UAB Blazers vs Navy Midshipmen,moneyline,UAB Blazers,,3.05,,3.22,0.297096703776468,3.36590742101396,-9.385505348177258,,4531982645,
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,spread,NOUVEAU MEXIQUE (-10.5),-10.5,1.7693,-10.5,1.884,0.5111572392319668,1.9563451776649747,-9.560949662688111,0.0,4531880754,0.0
Bowling Green Falcons vs. FLORIDE DU SUD,Bowling Green Falcons vs South Florida Bulls,spread,FLORIDE DU SUD (-17.5),-17.5,1.8334,-17.5,1.952,0.4932502596053998,2.0273684210526315,-9.567497403946001,0.0,4532244594,0.0
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,spread,Southern Miss Golden Eagles (+18.5),18.5,1.8,18.5,1.917,0.5022072189041807,1.9912099276111686,-9.602700597247459,0.0,4532025585,0.0
California Golden Bears vs. Clemson Tigers,California Golden Bears vs Clemson Tigers,moneyline,Clemson Tigers,,1.8,,1.917,0.5022072189041807,1.9912099276111686,-9.602700597247459,,4531985402,
Florida Gators vs. Ole Miss Rebels,Florida Gators vs Ole Miss Rebels,moneyline,Ole Miss Rebels,,2.2,,2.34,0.4108761329305136,2.4338235294117645,-9.607250755287,,4515069503,
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,total,Plus de 38.5,38.5,1.8,38.5,1.909,0.5020865936358894,1.991688311688312,-9.624413145539911,0.0,4515075653,0.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,total,Plus de 48.5,48.5,1.8,48.5,1.909,0.5020865936358894,1.991688311688312,-9.624413145539911,0.0,4515074944,0.0
UAB Blazers vs. Navy Midshipmen,UAB Blazers vs Navy Midshipmen,total,Plus de 51.5,51.5,1.8334,51.5,1.943,0.49229161222889994,2.031316348195329,-9.743255813953489,0.0,4531982994,0.0
Utah State Aggies vs. Troy Trojans,Utah State Aggies vs Troy Trojans,moneyline,Utah State Aggies,,1.5715,,1.675,0.5743329097839898,1.7411504424778763,-9.743583227446017,,4533857264,
Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Charlotte 49ers vs Louisiana Ragin Cajuns,total,Moins de 48.5,48.5,1.8334,48.5,1.952,0.4911366006256517,2.0360934182590236,-9.95501564129303,0.0,4531916073,0.0
UT San Antonio Roadrunners vs. COLORADO,UTSA Roadrunners vs Colorado State Rams,total,Plus de 58.5,58.5,1.8334,58.5,1.952,0.4911366006256517,2.0360934182590236,-9.95501564129303,0.0,4532000708,0.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,total,Moins de 48.5,48.5,1.8334,48.5,1.952,0.4911366006256517,2.0360934182590236,-9.95501564129303,0.0,4532248687,0.0
Alabama Crimson Tide vs. South Carolina Gamecocks,Alabama Crimson Tide vs South Carolina Gamecocks,spread,South Carolina Gamecocks (+12.5),12.5,1.8,12.5,1.925,0.5,2.0,-9.999999999999998,0.0,4515068606,0.0
Stanford Cardinal vs. Georgia Tech,Stanford Cardinal vs Georgia Tech Yellow Jackets,moneyline,Stanford Cardinal,,2.3,,2.46,0.39078751857355126,2.55893536121673,-10.118870728083218,,4532014715,
Coastal Carolina  vs. Liberty Flames,Coastal Carolina Chanticleers vs Liberty Flames,moneyline,Coastal Carolina ,,2.0,,2.14,0.44930519814719505,2.225658648339061,-10.13896037056099,,4533843469,
Arkansas St Red Wolves vs. Kennesaw State Owls,Arkansas State Red Wolves vs Kennesaw State Owls,spread,Arkansas St Red Wolves (-6.5),-6.5,1.8334,-6.5,1.961,0.4899869960988297,2.0408704883227173,-10.165784135240575,0.0,4531931461,0.0
Old Dominion Monarchs vs. James Madison Dukes,Old Dominion Monarchs vs James Madison Dukes,moneyline,Old Dominion Monarchs,,2.65,,2.83,0.3387850467289719,2.951724137931035,-10.221962616822445,,4531901854,
USC Trojans vs. Oregon Ducks,USC Trojans vs Oregon Ducks,moneyline,USC Trojans,,2.2,,2.36,0.4077791718946048,2.4523076923076923,-10.288582183186945,,4322050811,
Coastal Carolina  vs. Liberty Flames,Coastal Carolina Chanticleers vs Liberty Flames,spread,Coastal Carolina  (+2.5),2.5,1.8334,2.5,1.97,0.4888427607680331,2.0456475583864124,-10.375568240788812,0.0,4533843920,0.0
Auburn Tigers vs. Vanderbilt Commodores,Auburn Tigers vs Vanderbilt Commodores,spread,Auburn Tigers (-9.5),-9.5,1.8,-9.5,1.934,0.4977927810958193,2.0088680229525298,-10.397299402752525,0.0,4515069071,0.0
FRESNO vs. Rice Owls,Fresno State Bulldogs vs Rice Owls,moneyline,Rice Owls,,4.75,,5.05,0.18836387013821923,5.308873720136519,-10.527161684345865,,4532257438,
Cincinnati Bearcats vs. Kansas State Wildcats,Cincinnati Bearcats vs Kansas State Wildcats,spread,Kansas State Wildcats (-6.5),-6.5,1.8334,-6.5,1.98,0.4866476536168006,2.054874800213106,-10.778019185895783,0.0,4531907197,0.0
UT San Antonio Roadrunners vs. COLORADO,UTSA Roadrunners vs Colorado State Rams,spread,UT San Antonio Roadrunners (-13.5),-13.5,1.8,-13.5,1.943,0.4955867082035307,2.0178103719224723,-10.794392523364472,0.0,4532000053,0.0
Baylor Bears vs. Colorado Buffaloes,Baylor Bears vs Colorado Buffaloes,total,Moins de 55.5,55.5,1.8,55.5,1.934,0.49556598852373496,2.0178947368421056,-10.79812206572771,0.0,4532005077,0.0
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,total,Moins de 56.5,56.5,1.8,56.5,1.934,0.49556598852373496,2.0178947368421056,-10.79812206572771,0.0,4531852827,0.0
Michigan State Spartans vs. Nebraska Cornhuskers,Michigan State Spartans vs Nebraska Cornhuskers,moneyline,Michigan State Spartans,,2.6,,2.81,0.3409943714821764,2.932599724896836,-11.341463414634145,,4515075889,
Tennessee Volunteers vs. Texas Longhorns,Tennessee Volunteers vs Texas Longhorns,moneyline,Tennessee Volunteers,,2.6,,2.82,0.3401965372016846,2.9394773039889963,-11.548900327562006,,4272165277,
Mississippi St Bulldogs vs. Missouri Tigers,Mississippi State Bulldogs vs Missouri Tigers,moneyline,Missouri Tigers,,2.7,,2.93,0.32690098782448884,3.059030217849614,-11.736733287388002,,4517723970,
West Virginia Mountaineers vs. Oklahoma St Cowboys,West Virginia Mountaineers vs Oklahoma State Cowboys,moneyline,Oklahoma St Cowboys,,1.9091,,2.08,0.4621153348849237,2.1639619473978735,-11.77756141711922,,4515152450,
Nevada Wolf Pack vs. Air Force Falcons,Nevada Wolf Pack vs Air Force Falcons,moneyline,Nevada Wolf Pack,,2.6,,2.83,0.3387850467289719,2.951724137931035,-11.9158878504673,,4531862558,
Michigan Wolverines vs. Iowa Hawkeyes,Michigan Wolverines vs Iowa Hawkeyes,moneyline,Iowa Hawkeyes,,2.6,,2.84,0.3373775081661223,2.9640387275242044,-12.281847876808206,,4515074080,
Washington Huskies vs. Minnesota U Gophers,Washington Huskies vs Minnesota Golden Gophers,moneyline,Minnesota U Gophers,,3.6,,3.94,0.24201616006156212,4.131955484896662,-12.874182377837629,,4519386020,
Arkansas Razorbacks vs. Tulsa Golden Hurricane,Arkansas Razorbacks vs Tulsa Golden Hurricane,moneyline,Tulsa Golden Hurricane,,2.95,,3.24,0.2951925168588209,3.387619749447311,-12.91820752664783,,4533579017,
Miami Redhawks vs. Connecticut Huskies,Miami Ohio RedHawks vs Connecticut Huskies,moneyline,Connecticut Huskies,,2.3,,2.54,0.37836514929025944,2.6429495472186284,-12.976015663240336,,4532237595,
Arkansas St Red Wolves vs. Kennesaw State Owls,Arkansas State Red Wolves vs Kennesaw State Owls,moneyline,Kennesaw State Owls,,2.7,,2.98,0.3213391027100888,3.1119773210489017,-13.238442268276017,,4531931582,
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,moneyline,Iowa State Cyclones,,3.4,,3.75,0.25447316103379725,3.9296874999999996,-13.47912524850894,,4531832610,
GEORGIE BULLDOGS vs. Oklahoma Sooners,Georgia Bulldogs vs Oklahoma Sooners,moneyline,Oklahoma Sooners,,4.75,,5.23,0.18178973717146432,5.500860585197935,-13.649874843554443,,4272160934,
Alabama Crimson Tide vs. South Carolina Gamecocks,Alabama Crimson Tide vs South Carolina Gamecocks,moneyline,South Carolina Gamecocks,,4.3,,4.74,0.20080930703085484,4.97984886649874,-13.65199797673242,,4515068683,
Louisiana-Monroe Warhawks vs. Florida Atlantic Owls,Louisiana-Monroe Warhawks vs Florida Atlantic Owls,moneyline,Louisiana-Monroe Warhawks,,4.5,,4.96,0.19178751833143232,5.2141036533559895,-13.695616750855455,,4531942457,
Louisville Cardinals vs. Wake Forest Demon Deacons,Louisville Cardinals vs Wake Forest Demon Deacons,moneyline,Wake Forest Demon Deacons,,4.3,,4.75,0.20033670033670034,4.991596638655462,-13.855218855218855,,4531843841,
Penn St Nittany Lions vs. Wisconsin Badgers,Penn State Nittany Lions vs Wisconsin Badgers,moneyline,Wisconsin Badgers,,3.6,,3.99,0.23898531375166884,4.184357541899442,-13.965287049399212,,4515074983,
Boston College Eagles vs. Virginia Tech Hokies,Boston College Eagles vs Virginia Tech Hokies,moneyline,Boston College Eagles,,4.75,,5.25,0.18109499298081422,5.521963824289406,-13.979878334113248,,4531911048,
Jacksonville State Gamecocks vs. Middle Tennessee Blue Raiders,Jacksonville State Gamecocks vs Middle Tennessee State Blue Raiders,moneyline,Middle Tennessee Blue Raiders,,3.05,,3.39,0.2819317941114171,3.546957175056348,-14.010802796017785,,4531938890,
UT San Antonio Roadrunners vs. COLORADO,UTSA Roadrunners vs Colorado State Rams,moneyline,COLORADO,,4.5,,4.98,0.19103313840155942,5.234693877551021,-14.035087719298268,,4531999870,
Georgia State Panthers vs. Northern Illinois Huskies,Georgia State Panthers vs Northern Illinois Huskies,moneyline,Northern Illinois Huskies,,3.6,,4.02,0.23719165085388996,4.215999999999999,-14.61100569259961,,4532039612,
Charlotte 49ers vs. Louisiana-Lafayette Ragin Cajuns,Charlotte 49ers vs Louisiana Ragin Cajuns,moneyline,Charlotte 49ers,,3.75,,4.19,0.22736492716208742,4.398215733982157,-14.738152314217212,,4531915723,
Akron Zips vs. UNLV Rebels,Akron Zips vs UNLV Rebels,moneyline,Akron Zips,,4.5,,5.05,0.18836387013821923,5.308873720136519,-15.236258437801343,,4532225608,
Baylor Bears vs. Colorado Buffaloes,Baylor Bears vs Colorado Buffaloes,moneyline,Colorado Buffaloes,,3.6,,4.05,0.23541627336228058,4.247794707297514,-15.250141589578991,,4532004807,
North Carolina State Wolfpack vs. Appalachian State Mountaineers,NC State Wolfpack vs Appalachian State Mountaineers,moneyline,Appalachian State Mountaineers,,4.75,,5.36,0.17740945365254754,5.636678200692042,-15.730509515039914,,4532010346,
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,moneyline,Wash State Cougars,,3.75,,4.24,0.22457937088514995,4.452768729641694,-15.782735918068768,,4533853624,
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,moneyline,New Mexico St Aggies,,4.0,,4.53,0.2101133391455972,4.759336099585062,-15.954664341761116,,4531880450,
Auburn Tigers vs. Vanderbilt Commodores,Auburn Tigers vs Vanderbilt Commodores,moneyline,Vanderbilt Commodores,,3.3,,3.75,0.25447316103379725,3.9296874999999996,-16.02385685884692,,4515068203,
LSU Tigers vs. Texas A&M Aggies,LSU Tigers vs Texas A&M Aggies,moneyline,Texas A&M Aggies,,3.3,,3.76,0.2538202024211153,3.939796716184519,-16.239333201031958,,4272162405,
Tulane Green Wave vs. Southern Miss Golden Eagles,Tulane Green Wave vs Southern Miss Golden Eagles,moneyline,Southern Miss Golden Eagles,,6.75,,7.71,0.12346521145975443,8.099447513812155,-16.66098226466576,,4532025248,
Virginia Cavaliers vs. Delaware Fightin Blue Hens,Virginia Cavaliers vs Delaware Blue Hens,moneyline,Delaware Fightin Blue Hens,,7.25,,8.33,0.11430090377458799,8.748837209302325,-17.131844763423707,,4532207093,
Bowling Green Falcons vs. FLORIDE DU SUD,Bowling Green Falcons vs South Florida Bulls,moneyline,Bowling Green Falcons,,6.0,,6.91,0.13765131661050792,7.264732547597462,-17.409210033695246,,4532243944,
UTEP Miners vs. Oregon State Beavers,UTEP Miners vs Oregon State Beavers,moneyline,UTEP Miners,,3.85,,4.47,0.21302816901408453,4.694214876033057,-17.984154929577457,,4531952032,
Indiana Hoosiers vs. Northwestern Wildcats,Indiana Hoosiers vs Northwestern Wildcats,moneyline,Northwestern Wildcats,,8.0,,9.49,0.10047393364928912,9.952830188679243,-19.6208530805687,,4531850298,
Kentucky Wildcats vs. South Alabama Jaguars,Kentucky Wildcats vs South Alabama Jaguars,moneyline,South Alabama Jaguars,,7.25,,8.7,0.10951893551688845,9.130841121495326,-20.598771750255874,,4531877451,
Georgia Southern Eagles vs. Houston Cougars,Georgia Southern Eagles vs Houston Cougars,moneyline,Georgia Southern Eagles,,6.0,,7.52,0.12659698025551686,7.899082568807339,-24.041811846689885,,4531852446,
Ohio State Buckeyes vs. Illinois Fighting Illini,Ohio State Buckeyes vs Illinois Fighting Illini,moneyline,Illinois Fighting Illini,,10.0,,16.23,0.05929403581985741,16.86510263929619,-40.70596418014259,,4523154660,
Purdue Boilermakers vs. Notre Dame Fighting Irish,Purdue Boilermakers vs Notre Dame Fighting Irish,moneyline,Purdue Boilermakers,,10.0,,17.05,0.056499363621271635,17.699314397649367,-43.500636378728366,,4531871816,
Toledo Rockets vs. San Diego State Aztecs,Toledo Rockets vs San Diego State Aztecs,spread,San Diego State Aztecs (-12.5),-12.5,5.5,3.0,1.884,,,,-15.5,4532219559,15.5
Toledo Rockets vs. San Diego State Aztecs,Toledo Rockets vs San Diego State Aztecs,spread,Toledo Rockets (+12.5),12.5,1.125,-3.0,1.97,,,,15.5,4532219558,15.5
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,spread,Utah Utes (+5.5),5.5,1.125,-9.5,2.01,,,,15.0,4535718407,15.0
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,spread,Iowa State Cyclones (-5.5),-5.5,5.5,9.5,1.847,,,,-15.0,4535718406,15.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,spread,UMass Minutemen (-19.5),-19.5,4.5,-4.5,1.943,,,,-15.0,4533905716,15.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,spread,Sacramento State Hornets (+19.5),19.5,1.1667,4.5,1.909,,,,15.0,4533905715,15.0
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,spread,Arizona Wildcats (-24.5),-24.5,4.0,-10.0,1.917,,,,-14.5,4534690067,14.5
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,spread,Wash State Cougars (+24.5),24.5,1.2223,10.0,1.934,,,,14.5,4534690066,14.5
Toledo Rockets vs. San Diego State Aztecs,Toledo Rockets vs San Diego State Aztecs,spread,San Diego State Aztecs (-11.5),-11.5,5.25,3.0,1.884,,,,-14.5,4532219557,14.5
Toledo Rockets vs. San Diego State Aztecs,Toledo Rockets vs San Diego State Aztecs,spread,Toledo Rockets (+11.5),11.5,1.1334,-3.0,1.97,,,,14.5,4532219556,14.5
Nevada Wolf Pack vs. Air Force Falcons,Nevada Wolf Pack vs Air Force Falcons,spread,Nevada Wolf Pack (+18.5),18.5,1.2223,4.5,2.02,,,,14.0,4531864249,14.0
Nevada Wolf Pack vs. Air Force Falcons,Nevada Wolf Pack vs Air Force Falcons,spread,Air Force Falcons (-18.5),-18.5,4.0,-4.5,1.84,,,,-14.0,4531864250,14.0
Alabama Crimson Tide vs. South Carolina Gamecocks,Alabama Crimson Tide vs South Carolina Gamecocks,spread,South Carolina Gamecocks (-1.5),-1.5,4.75,12.5,1.925,,,,-14.0,4515068574,14.0
Alabama Crimson Tide vs. South Carolina Gamecocks,Alabama Crimson Tide vs South Carolina Gamecocks,spread,Alabama Crimson Tide (+1.5),1.5,1.1539,-12.5,1.925,,,,14.0,4515068573,14.0
Bowling Green Falcons vs. FLORIDE DU SUD,Bowling Green Falcons vs South Florida Bulls,total,Plus de 62.5,62.5,4.3,48.5,1.909,0.5020865936358894,,,-14.0,4532244695,14.0
Bowling Green Falcons vs. FLORIDE DU SUD,Bowling Green Falcons vs South Florida Bulls,total,Moins de 62.5,62.5,1.1905,48.5,1.925,0.4979134063641105,,,14.0,4532244696,14.0
Miami Redhawks vs. Connecticut Huskies,Miami Ohio RedHawks vs Connecticut Huskies,spread,Connecticut Huskies (+17.5),17.5,1.1667,3.5,1.934,,,,14.0,4532237545,14.0
Miami Redhawks vs. Connecticut Huskies,Miami Ohio RedHawks vs Connecticut Huskies,spread,Miami Redhawks (-17.5),-17.5,4.5,-3.5,1.917,,,,-14.0,4532237544,14.0
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,spread,Utah Utes (+4.5),4.5,1.1334,-9.5,2.01,,,,14.0,4535422632,14.0
Iowa State Cyclones vs. Utah Utes,Iowa State Cyclones vs Utah Utes,spread,Iowa State Cyclones (-4.5),-4.5,5.25,9.5,1.847,,,,-14.0,4535422631,14.0
Mississippi St Bulldogs vs. Missouri Tigers,Mississippi State Bulldogs vs Missouri Tigers,spread,Mississippi St Bulldogs (+7.5),7.5,1.1112,-6.5,1.952,,,,14.0,4517724111,14.0
Mississippi St Bulldogs vs. Missouri Tigers,Mississippi State Bulldogs vs Missouri Tigers,spread,Missouri Tigers (-7.5),-7.5,6.0,6.5,1.9,,,,-14.0,4517724112,14.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,spread,New Mexico St Aggies (+24.5),24.5,1.25,10.5,1.97,,,,14.0,4531880775,14.0
New Mexico St Aggies vs. NOUVEAU MEXIQUE,New Mexico State Aggies vs New Mexico Lobos,spread,NOUVEAU MEXIQUE (-24.5),-24.5,3.7,-10.5,1.884,,,,-14.0,4531880776,14.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,spread,UMass Minutemen (-18.5),-18.5,4.3,-4.5,1.943,,,,-14.0,4532929855,14.0
Sacramento State Hornets vs. UMass Minutemen,Sacramento State Hornets vs UMASS Minutemen,spread,Sacramento State Hornets (+18.5),18.5,1.1905,4.5,1.909,,,,14.0,4532929854,14.0
Toledo Rockets vs. San Diego State Aztecs,Toledo Rockets vs San Diego State Aztecs,total,Plus de 38.5,38.5,1.2,52.5,1.97,0.4868455326908049,,,14.0,4534070663,14.0
Toledo Rockets vs. San Diego State Aztecs,Toledo Rockets vs San Diego State Aztecs,total,Moins de 38.5,38.5,4.2,52.5,1.869,0.5131544673091952,,,-14.0,4534070664,14.0
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,spread,Arizona Wildcats (-23.5),-23.5,3.5,-10.0,1.917,,,,-13.5,4533853762,13.5
Wash State Cougars vs. Arizona Wildcats,Washington State Cougars vs Arizona Wildcats,spread,Wash State Cougars (+23.5),23.5,1.2667,10.0,1.934,,,,13.5,4533853761,13.5
